date,mean_amplitude,mean_acrophase,mean_mesor,amplitude_std,acrophase_std,mesor_std,p_value,r_squared,Label
2022-07-12,,,,,,,,,M11
2022-07-13,,,,,,,,,M11
2022-07-14,,,,,,,,,M11
2022-07-15,,,,,,,,,M11
2022-07-16,,,,,,,,,M11
2022-07-17,,,,,,,,,M11
2022-07-18,,,,,,,,,M11
2022-07-19,,,,,,,,,M11
2022-07-20,,,,,,,,,M11
2022-07-21,,,,,,,,,M11
2022-07-22,,,,,,,,,M11
2022-07-23,,,,,,,,,M11
2022-07-24,,,,,,,,,M11
2022-07-25,,,,,,,,,M11
2022-07-26,,,,,,,,,M11
2022-07-27,,,,,,,,,M11
2022-07-28,,,,,,,,,M11
2022-07-29,,,,,,,,,M11
2022-07-30,,,,,,,,,M11
2022-07-31,,,,,,,,,M11
2022-08-01,,,,,,,,,M11
2022-08-02,,,,,,,,,M11
2022-08-03,,,,,,,,,M11
2022-08-04,,,,,,,,,M11
2022-08-05,,,,,,,,,M11
2022-08-06,,,,,,,,,M11
2022-08-07,,,,,,,,,M11
2022-08-08,,,,,,,,,M11
2022-08-09,,,,,,,,,M11
2022-08-10,,,,,,,,,M11
2022-08-11,,,,,,,,,M11
2022-08-12,,,,,,,,,M11
2022-08-13,,,,,,,,,M11
2022-08-14,,,,,,,,,M11
2022-08-15,,,,,,,,,M11
2022-08-16,,,,,,,,,M11
2022-08-17,,,,,,,,,M11
2022-08-18,,,,,,,,,M11
2022-08-19,,,,,,,,,M11
2022-08-20,,,,,,,,,M11
2022-08-21,,,,,,,,,M11
2022-08-22,,,,,,,,,M11
2022-08-23,,,,,,,,,M11
2022-08-24,,,,,,,,,M11
2022-08-25,,,,,,,,,M11
2022-08-26,,,,,,,,,M11
2022-08-27,,,,,,,,,M11
2022-08-28,,,,,,,,,M11
2022-08-29,,,,,,,,,M11
2022-08-30,,,,,,,,,M11
2022-08-31,,,,,,,,,M11
2022-09-01,,,,,,,,,M11
2022-09-02,,,,,,,,,M11
2022-09-03,,,,,,,,,M11
2022-09-04,,,,,,,,,M11
2022-09-05,,,,,,,,,M11
2022-09-06,,,,,,,,,M11
2022-09-07,,,,,,,,,M11
2022-09-08,,,,,,,,,M11
2022-09-09,,,,,,,,,M11
2022-09-10,,,,,,,,,M11
2022-09-11,,,,,,,,,M11
2022-09-12,,,,,,,,,M11
2022-09-13,,,,,,,,,M11
2022-09-14,,,,,,,,,M11
2022-09-15,,,,,,,,,M11
2022-09-16,,,,,,,,,M11
2022-09-17,,,,,,,,,M11
2022-09-18,,,,,,,,,M11
2022-09-19,,,,,,,,,M11
2022-09-20,,,,,,,,,M11
2022-09-21,,,,,,,,,M11
2022-09-22,,,,,,,,,M11
2022-09-23,,,,,,,,,M11
2022-09-24,,,,,,,,,M11
2022-09-25,,,,,,,,,M11
2022-09-26,,,,,,,,,M11
2022-09-27,,,,,,,,,M11
2022-09-28,,,,,,,,,M11
2022-09-29,,,,,,,,,M11
2022-09-30,,,,,,,,,M11
2022-10-01,,,,,,,,,M11
2022-10-02,,,,,,,,,M11
2022-10-03,,,,,,,,,M11
