date,mean_amplitude,mean_acrophase,mean_mesor,amplitude_std,acrophase_std,mesor_std,p_value,r_squared,Label
2021-08-16,,,,,,,,,B3
2021-08-17,,,,,,,,,B3
2021-08-18,,,,,,,,,B3
2021-08-19,,,,,,,,,B3
2021-08-20,,,,,,,,,B3
2021-08-21,,,,,,,,,B3
2021-08-22,,,,,,,,,B3
2021-08-23,,,,,,,,,B3
2021-08-24,,,,,,,,,B3
2021-08-25,,,,,,,,,B3
2021-08-26,,,,,,,,,B3
2021-08-27,,,,,,,,,B3
2021-08-28,,,,,,,,,B3
2021-08-29,,,,,,,,,B3
2021-08-30,,,,,,,,,B3
2021-08-31,,,,,,,,,B3
2021-09-01,,,,,,,,,B3
2021-09-02,,,,,,,,,B3
2021-09-03,,,,,,,,,B3
2021-09-04,,,,,,,,,B3
2021-09-05,,,,,,,,,B3
2021-09-06,,,,,,,,,B3
2021-09-07,,,,,,,,,B3
2021-09-08,,,,,,,,,B3
2021-09-09,,,,,,,,,B3
2021-09-10,,,,,,,,,B3
2021-09-11,,,,,,,,,B3
2021-09-12,,,,,,,,,B3
2021-09-13,,,,,,,,,B3
2021-09-14,,,,,,,,,B3
2021-09-15,,,,,,,,,B3
2021-09-16,,,,,,,,,B3
2021-09-17,,,,,,,,,B3
2021-09-18,,,,,,,,,B3
2021-09-19,,,,,,,,,B3
2021-09-20,,,,,,,,,B3
2021-09-21,,,,,,,,,B3
2021-09-22,,,,,,,,,B3
2021-09-23,,,,,,,,,B3
2021-09-24,,,,,,,,,B3
2021-09-25,,,,,,,,,B3
2021-09-26,,,,,,,,,B3
2021-09-27,,,,,,,,,B3
2021-09-28,,,,,,,,,B3
2021-09-29,,,,,,,,,B3
2021-09-30,,,,,,,,,B3
2021-10-01,,,,,,,,,B3
2021-10-02,,,,,,,,,B3
2021-10-03,,,,,,,,,B3
2021-10-04,,,,,,,,,B3
2021-10-05,,,,,,,,,B3
2021-10-06,,,,,,,,,B3
2021-10-07,,,,,,,,,B3
2021-10-08,,,,,,,,,B3
2021-10-09,,,,,,,,,B3
2021-10-10,,,,,,,,,B3
2021-10-11,,,,,,,,,B3
2021-10-12,,,,,,,,,B3
2021-10-13,,,,,,,,,B3
2021-10-14,,,,,,,,,B3
2021-10-15,,,,,,,,,B3
2021-10-16,,,,,,,,,B3
2021-10-17,,,,,,,,,B3
2021-10-18,,,,,,,,,B3
2021-10-19,,,,,,,,,B3
2021-10-20,,,,,,,,,B3
2021-10-21,,,,,,,,,B3
2021-10-22,,,,,,,,,B3
2021-10-23,,,,,,,,,B3
2021-10-24,,,,,,,,,B3
2021-10-25,,,,,,,,,B3
2021-10-26,,,,,,,,,B3
2023-04-22,,,,,,,,,B3
2023-04-23,,,,,,,,,B3
2023-04-24,,,,,,,,,B3
2023-04-25,,,,,,,,,B3
2023-04-26,,,,,,,,,B3
2023-04-27,,,,,,,,,B3
2023-04-28,,,,,,,,,B3
2023-04-29,,,,,,,,,B3
2023-04-30,,,,,,,,,B3
2023-05-01,,,,,,,,,B3
2023-05-02,,,,,,,,,B3
2023-05-03,,,,,,,,,B3
2023-05-04,,,,,,,,,B3
2023-05-05,,,,,,,,,B3
2023-05-06,,,,,,,,,B3
2023-05-07,,,,,,,,,B3
2023-05-08,,,,,,,,,B3
2023-05-09,,,,,,,,,B3
2023-05-10,,,,,,,,,B3
2023-05-11,,,,,,,,,B3
2023-05-12,,,,,,,,,B3
2023-05-13,,,,,,,,,B3
2023-05-14,,,,,,,,,B3
2023-05-15,,,,,,,,,B3
2023-05-16,,,,,,,,,B3
2023-05-17,,,,,,,,,B3
2023-05-18,,,,,,,,,B3
2023-05-19,,,,,,,,,B3
2023-05-20,,,,,,,,,B3
2023-05-21,,,,,,,,,B3
2023-05-22,,,,,,,,,B3
2023-05-23,,,,,,,,,B3
2024-07-24,,,,,,,,,B3
2024-07-25,,,,,,,,,B3
2024-07-26,,,,,,,,,B3
2024-07-27,,,,,,,,,B3
2024-07-28,,,,,,,,,B3
2024-07-29,,,,,,,,,B3
2024-07-30,,,,,,,,,B3
2024-07-31,,,,,,,,,B3
2024-08-01,,,,,,,,,B3
2024-08-02,,,,,,,,,B3
2024-08-03,,,,,,,,,B3
2024-08-04,,,,,,,,,B3
2024-08-05,,,,,,,,,B3
2024-08-06,,,,,,,,,B3
2024-08-07,,,,,,,,,B3
2024-08-08,,,,,,,,,B3
2024-08-09,,,,,,,,,B3
2024-08-10,,,,,,,,,B3
2024-08-11,,,,,,,,,B3
2024-08-12,,,,,,,,,B3
2024-08-13,,,,,,,,,B3
2024-08-14,,,,,,,,,B3
2024-08-15,,,,,,,,,B3
2024-08-16,,,,,,,,,B3
2024-08-17,,,,,,,,,B3
2024-08-18,,,,,,,,,B3
2024-08-19,,,,,,,,,B3
2024-08-20,,,,,,,,,B3
2024-08-21,,,,,,,,,B3
2024-08-22,,,,,,,,,B3
2024-08-23,,,,,,,,,B3
2024-08-24,,,,,,,,,B3
2024-08-25,,,,,,,,,B3
2024-08-26,,,,,,,,,B3
2024-08-27,,,,,,,,,B3
2024-08-28,,,,,,,,,B3
2024-08-29,,,,,,,,,B3
2024-08-30,,,,,,,,,B3
2024-08-31,,,,,,,,,B3
2024-09-01,,,,,,,,,B3
2024-09-02,,,,,,,,,B3
2024-09-03,,,,,,,,,B3
2024-09-04,,,,,,,,,B3
2024-09-05,,,,,,,,,B3
2024-09-06,,,,,,,,,B3
2024-09-07,,,,,,,,,B3
2024-09-08,,,,,,,,,B3
2024-09-09,,,,,,,,,B3
2024-09-10,,,,,,,,,B3
2024-11-19,91.12112979306121,0.8742369946926551,-43.01164472560839,,,,,,B3
2024-11-20,39.825929575960835,2.72334258058935,51.54174776397971,,,,,,B3
2024-11-21,49.053230793410094,1.0755001877154244,56.77723842346292,,,,,,B3
2024-11-22,73.77355470835498,-2.163579324994773,74.87483959597607,,,,,,B3
2024-11-23,83.31203257072096,-1.471737098979002,62.98838032421588,,,,,,B3
2024-11-24,62.55581544105566,-1.2075791581366175,38.04160035286359,,,,,,B3
2024-11-25,53.46120279222527,-1.0314738642416934,39.49999002039775,,,,,,B3
