date,mean_amplitude,mean_acrophase,mean_mesor,amplitude_std,acrophase_std,mesor_std,p_value,r_squared,Label
2023-04-13,,,,,,,,,B2
2023-04-14,,,,,,,,,B2
2023-04-15,,,,,,,,,B2
2023-04-16,,,,,,,,,B2
2023-04-17,,,,,,,,,B2
2023-04-18,,,,,,,,,B2
2023-04-19,,,,,,,,,B2
2023-04-20,,,,,,,,,B2
2023-04-21,,,,,,,,,B2
2023-04-22,,,,,,,,,B2
2023-04-23,,,,,,,,,B3
2023-04-24,,,,,,,,,B3
2023-04-25,,,,,,,,,B3
2023-04-26,,,,,,,,,B3
2023-04-27,,,,,,,,,B3
2023-04-28,,,,,,,,,B3
2023-04-29,,,,,,,,,B3
2023-04-30,,,,,,,,,B3
2023-05-01,,,,,,,,,B3
2023-05-02,72.34223529426689,2.5095004380026573,59.32509036801313,,,,,,B3
2023-05-03,5.5522023726195044,-0.6792632764518469,101.54167545331428,,,,,,B3
2023-05-04,67.34355449827551,2.446605690183042,59.07817709377683,,,,,,B3
2023-05-05,6.5211446814854455,1.603816069400195,89.20832842471887,,,,,,B3
2023-05-06,24.302482200080476,2.8491320762285812,82.66672461067844,,,,,,B3
2023-05-07,42.62690802034663,1.3522370781217328,94.9704893732351,,,,,,B3
2023-05-08,37.685991810021285,1.8553950606786564,74.3332594219981,,,,,,B3
2023-05-09,5.375797789359588,-1.0692107129334634,102.08333921346792,,,,,,B3
2023-05-10,46.56536989940027,2.610132034514042,76.16373251714451,,,,,,B3
2023-05-11,14.590307585073766,-2.717053105807389,98.54169382020234,,,,,,B3
2023-05-12,19.935619678065493,2.245342497160272,91.20833797676373,,,,,,B3
2023-05-13,35.76588420619987,2.35855304323558,88.33324658735998,,,,,,B3
2023-05-14,48.09581563054608,1.1258159859711165,70.8297055159975,,,,,,B3
2023-05-15,23.166255486131206,1.566079220708425,102.91672120477362,,,,,,B3
2023-05-16,44.55455962681618,-2.616421509296004,72.0602600853363,,,,,,B3
2023-05-17,42.61033987609759,1.3270791789938867,94.59305793621107,,,,,,B3
2023-05-18,49.320890229945775,-1.3082107546480017,85.58837492699806,,,,,,B3
2023-05-19,6.671716347824809,2.1069740519571187,69.41665729524199,,,,,,B3
2023-05-20,19.175742082514127,2.3082372449798876,90.41669616780041,,,,,,B3
2023-05-21,12.501180034923394,2.0692372032653488,109.12497487633415,,,,,,B3
2023-05-22,13.816242766177837,1.9937635058818106,103.70832516956963,,,,,,B3
2023-05-23,49.95900968520527,-2.5409478119124653,69.9401917454138,,,,,,M1
2023-05-24,4.867751291858525,0.9371317425122703,106.24999112215094,,,,,,M1
2023-05-25,3.577077888691221,-2.792526803190927,93.66667075039778,,,,,,M1
2023-05-26,23.009907351951455,0.9371317425122703,93.26659257125544,,,,,,M1
2023-05-27,53.55579154622827,0.6855527512338089,69.75722973209831,,,,,,M1
2023-05-28,59.010360721961234,-0.13836844520315417,71.41397672475523,,,,,,M1
2023-05-29,51.787041970337796,0.2956053147521933,70.57934035081574,,,,,,M1
2023-05-30,13.02239826559137,0.24528951649650033,101.07712384916121,,,,,,M1
2023-05-31,26.037882398070323,0.5723422051585008,70.58335203653132,,,,,,M1
2023-06-01,2.0511261920049293,-1.471737098979002,110.74999882074746,,,,,,M1
2023-06-02,41.557008053858404,1.540921321580579,77.62136776124728,,,,,,M1
2023-06-03,55.540075445504336,-0.6666843268879239,67.46746673102136,,,,,,M1
2023-06-04,45.97850426481142,0.8490790955648082,74.95143435773477,,,,,,M1
2023-06-05,9.767927466563009,-0.3647895373537695,106.2089099844498,,,,,,M1
2023-06-06,18.520467670588992,-2.264210921506157,89.79205168301777,,,,,,M1
2023-06-07,41.380311103739764,-2.7422110049352346,67.71518547973174,,,,,,M1
2023-06-08,43.53612978027425,-0.22642109215061534,77.85782280555411,,,,,,M1
2023-06-09,52.58033921167179,-0.6037895790683088,76.20357783885504,,,,,,M1
2023-06-10,12.688671813466648,1.7799213632951183,55.20831310762426,,,,,,M1
2023-06-11,4.835421169795321,-2.8428426014466197,43.874988574007276,,,,,,M1
2023-06-12,37.99789323536709,1.7925003128590413,68.91670190003903,,,,,,M1
2023-06-13,35.567553936057564,1.1132370364071944,72.82518197171129,,,,,,M1
2023-06-14,10.20349294675865,2.1069740519571187,73.87499776498083,,,,,,M1
2023-06-15,4.473387794876061,-0.6541053773240009,108.4166691010183,,,,,,M1
2023-06-16,0.857484242338117,1.603816069400195,109.37499949573004,,,,,,M1
2023-06-17,1.3128554793794578,-0.5283158816847697,112.5416642280563,,,,,,M1
2023-06-18,59.526903419273474,2.987500521431735,69.7322405180019,,,,,,M1
2023-06-19,5.620015241629318,0.32076321388003937,110.04165946889911,,,,,,M1
2023-06-20,43.43249063686661,0.06918422260157708,77.64753682032142,,,,,,M1
2023-06-21,5.536659336192791,-0.006289474781961069,106.16667005666727,,,,,,M1
2023-06-22,48.70312798171076,2.685605731897581,71.98955600196473,,,,,,M1
2023-06-23,42.73677101225516,0.6478159025420398,77.87561099803719,,,,,,M1
2023-06-24,3.6709687838584344,-0.4780000834290776,109.62500051397356,,,,,,M2
2023-06-25,39.79846616196917,-2.0377898293555408,84.28322836448609,,,,,,M2
2023-06-26,5.167119859660204,0.2830263651882694,107.95832519784963,,,,,,M2
2023-06-27,52.41649491882825,-0.5912106295043857,72.64295590792214,,,,,,M2
2023-06-28,1.3071972529240767,-0.08805264694746207,116.12500232564216,,,,,,M2
2023-06-29,48.581998537604385,-0.779894872963232,84.32508335505403,,,,,,M2
2023-06-30,47.89133506457415,1.8302371615508104,76.49997451750443,,,,,,M2
2023-07-01,2.9150327282128927,0.5849211547224229,110.41666739921439,,,,,,M2
2023-07-02,16.832688197130537,0.5975001042863468,93.12503341852423,,,,,,M2
2023-07-03,2.3533441234749404,-2.3145267197618495,106.87500129555337,,,,,,M2
2023-07-04,23.495984675055723,-2.9560531475219274,87.03452697895413,,,,,,M2
2023-07-05,13.197585943185913,1.1383949355350405,103.84925914555785,,,,,,M2
2023-07-06,16.456419646289298,-2.1006845771751568,93.68549077158579,,,,,,M2
2023-07-07,56.231124932913836,0.735868549489501,62.922979922406576,,,,,,M2
2023-07-08,3.2495110995417633,-2.603842559732081,98.54167271526751,,,,,,M2
2023-07-09,50.955649374385054,-0.8050527720910781,59.17800784821993,,,,,,M2
2023-07-10,36.167914266620386,3.125868966634889,81.28688861466911,,,,,,M2
2023-07-11,5.031166919835179,2.7862373284089657,101.16665570292463,,,,,,M2
2023-07-12,39.910827679376354,1.8679740102425804,79.2083423781616,,,,,,M2
2023-07-13,41.85435866509462,2.547237286694427,80.81456485232675,,,,,,M2
2023-07-14,17.157872048435962,2.8742899753564273,46.91666901185238,,,,,,M2
2023-07-15,24.08931986135751,-0.8176317216550011,55.91666663037658,,,,,,M2
2023-07-16,26.37496251195716,1.3773949772495788,71.66666107040675,,,,,,M2
2023-07-17,9.521394650466853,1.2516054816103477,88.39983453902673,,,,,,M2
2023-07-18,7.333878212587955,2.836553126664658,102.87500437227615,,,,,,M2
2023-07-19,6.089773806327436,2.207605648468504,100.54167079487698,,,,,,M2
2023-07-20,28.801840304887733,3.0000794709956584,52.349402440818224,,,,,,M2
2023-07-21,12.22304079079882,2.295658295415965,79.3749794245924,,,,,,M2
