date,mean_amplitude,mean_acrophase,mean_mesor,amplitude_std,acrophase_std,mesor_std,p_value,r_squared,Label
2021-08-10,,,,,,,,,B2
2021-08-11,,,,,,,,,B2
2021-08-12,,,,,,,,,B2
2021-08-13,,,,,,,,,B2
2021-08-14,,,,,,,,,B2
2021-08-15,,,,,,,,,B2
2021-08-16,,,,,,,,,B2
2021-09-02,,,,,,,,,B2
2021-09-03,,,,,,,,,B2
2021-09-04,,,,,,,,,B2
2021-09-05,,,,,,,,,B2
2021-09-06,,,,,,,,,B2
2021-09-07,,,,,,,,,B2
2023-04-13,,,,,,,,,B2
2023-04-14,,,,,,,,,B2
2023-04-15,,,,,,,,,B2
2023-04-16,,,,,,,,,B2
2023-04-17,,,,,,,,,B2
2023-04-18,,,,,,,,,B2
2023-04-19,,,,,,,,,B2
2023-04-20,,,,,,,,,B2
2023-04-21,,,,,,,,,B2
2023-04-22,,,,,,,,,B2
