date,mean_amplitude,mean_acrophase,mean_mesor,amplitude_std,acrophase_std,mesor_std,p_value,r_squared,Label
2025-02-01,152.50757751786415,-1.8742634850245414,153.21806051827997,,,,,,M2
2025-02-02,124.57920408730254,-0.5408948312486928,104.29014979611485,,,,,,M2
2025-02-03,116.94338251200637,-0.4276842851733855,96.7729290323987,,,,,,M2
2025-02-04,14.445979131616262,0.7610264486173479,123.3333077926894,,,,,,M2
2025-02-05,111.01637652226889,-1.9371582328441566,107.16657102238243,,,,,,M2
2025-02-06,113.2879891249363,-0.5912106295043857,87.04419605861247,,,,,,M2
2025-02-07,125.46707631634447,-0.6163685286322318,98.85975479795422,,,,,,M2
2025-02-08,129.37702489157897,-0.13836844520315417,104.69464314038933,,,,,,M2
2025-02-09,77.81594602204983,-0.9811580659860013,71.70835845481004,,,,,,M2
2025-02-10,106.89444704040231,-0.8679475199106932,91.66669969859485,,,,,,M2
2025-02-11,71.79102194419329,-0.9434212172942322,79.95820172296962,,,,,,M2
2025-02-12,84.25056866264298,-0.8176317216550011,89.08339542800353,,,,,,M2
2025-02-13,113.37155855384607,-0.17610529389492324,85.78169472155028,,,,,,M2
2025-02-14,67.57157465848522,-0.16352634433100022,48.26536795464842,,,,,,M2
2025-02-15,62.97017668424139,-1.1572633598809245,53.833376996500895,,,,,,M2
2025-02-16,73.22342513268065,-0.6792632764518469,60.500033380146746,,,,,,M2
2025-02-17,80.25686730174928,-1.2956318050840787,93.41650858451635,,,,,,M2
2025-02-18,60.998048256684854,-1.3207897042119248,88.29163940732471,,,,,,M2
2025-02-19,132.09817731734208,-0.21384214258669232,115.74113285497255,,,,,,M2
2025-02-20,84.85355966763116,-1.2075791581366175,83.79184281084214,,,,,,M2
2025-02-21,100.75968306757152,-1.1321054607530785,85.20820168575897,,,,,,M2
2025-02-22,103.64612110580813,-1.2075791581366175,83.70825157356155,,,,,,M2
2025-02-23,70.26983178761512,-1.1950002085726936,73.20816847424652,,,,,,M2
2025-02-24,81.98200155740459,-0.855368570346771,69.16682183480165,,,,,,M2
2025-02-25,47.43705356753496,-1.0188949146777704,82.70822279404041,,,,,,M2
2025-02-26,56.946394483242784,-1.0566317633695395,78.54159464256892,,,,,,M2
2025-02-27,54.375969605136895,-1.1572633598809245,64.29154580401512,,,,,,M2
2025-02-28,66.83261574199352,-0.23900004171453837,39.91671280863093,,,,,,M2
2025-03-01,114.1333032970435,-0.3144737390980774,78.24214882116988,,,,,,M2
2025-03-02,99.41207415649859,-0.27673689040630833,68.31228665223588,,,,,,M2
2025-03-03,119.01552778121055,-0.012578949563923025,87.9256003330161,,,,,,M2
2025-03-04,76.00054254096219,-0.69184222601577,66.04154725080797,,,,,,M2
2025-03-05,,,,,,,,,M2
